51.00,31.10,1592470633609
48.00,30.90,1592470650126
48.00,30.90,1592470686457
49.00,30.80,1592470691323
49.00,30.80,1592470759072
49.00,30.70,1592470764028
49.00,30.80,1592470777357
49.00,30.90,1592470826953
49.00,30.80,1592470832006
49.00,30.80,1592470836945
50.00,30.80,1592470842148
51.00,30.80,1592470847367
50.00,30.80,1592470852394
52.00,30.80,1592470857445
52.00,30.70,1592470862417
68.00,28.50,1593567928480
69.00,28.30,1593567933459
69.00,28.20,1593567938427
69.00,28.10,1593567943560
69.00,28.10,1593567948780
70.00,28.10,1593567953790
70.00,28.00,1593567958921
71.00,28.00,1593567964151
70.00,27.90,1593567969396
70.00,27.90,1593567974692
71.00,27.90,1593567979700
74.00,28.00,1593567984820
73.00,27.80,1593567989840
73.00,27.80,1593567994950
73.00,27.80,1593568001489
73.00,27.80,1593568006534
73.00,27.70,1593568011438
73.00,27.70,1593568016679
74.00,27.70,1593568021989
74.00,27.70,1593568027011
74.00,27.70,1593568032128
74.00,27.70,1593568037160
74.00,27.60,1593568042158
74.00,27.70,1593568048129
75.00,27.60,1593568053242
75.00,27.80,1593568058200
80.00,27.60,1593568063358
75.00,27.60,1593568068382
75.00,27.60,1593568073350
75.00,27.60,1593568078310
75.00,27.60,1593568083329
76.00,27.60,1593568088746
75.00,27.80,1593568093798
74.00,27.80,1593568113793
74.00,27.70,1593568120180
74.00,27.70,1593568125219
74.00,27.70,1593568130441
74.00,27.70,1593568135559
74.00,27.70,1593568140746
74.00,27.70,1593568146035
74.00,27.70,1593568151241
74.00,27.70,1593568156220
74.00,27.70,1593568161779
75.00,27.60,1593568167000
75.00,27.60,1593568172020
74.00,27.70,1593568177306
74.00,27.60,1593568182553
75.00,27.70,1593568187547
75.00,27.70,1593568192680
75.00,27.70,1593568197624
75.00,27.70,1593568202841
75.00,27.70,1593568207961
75.00,27.70,1593568212979
75.00,27.70,1593568218239
75.00,27.70,1593568223319
75.00,27.70,1593568228441
75.00,27.70,1593568233620
74.00,27.70,1593568238861
74.00,27.70,1593568244268
73.00,27.70,1593568249687
73.00,27.70,1593568254761
72.00,27.70,1593568259865
72.00,27.70,1593568265080
71.00,27.60,1593568270393
71.00,27.60,1593568275521
71.00,27.60,1593568281160
72.00,27.50,1593568286348
72.00,27.50,1593568292979
72.00,27.50,1593568297991
73.00,27.50,1593568303066
72.00,27.50,1593568308291
71.00,27.50,1593568313241
71.00,27.50,1593568318230
71.00,27.50,1593568323168
71.00,27.50,1593568328281
71.00,27.50,1593568333563
70.00,27.50,1593568338600
70.00,27.50,1593568343859
70.00,27.50,1593568349078
70.00,27.50,1593568354199
71.00,27.50,1593568359401
71.00,27.50,1593568364419
70.00,27.50,1593568369546
70.00,27.50,1593568374759
69.00,27.40,1593568379892
69.00,27.40,1593568385003
69.00,27.40,1593568390120
68.00,27.40,1593568395240
68.00,27.40,1593568400301
68.00,27.30,1593568405483
68.00,27.30,1593568410922
67.00,27.30,1593568416042
68.00,27.20,1593568421182
69.00,27.20,1593568426267
69.00,27.20,1593568431271
68.00,27.10,1593568436399
68.00,27.10,1593568441385
67.00,27.10,1593568446960
68.00,27.10,1593568452260
68.00,27.10,1593568457165
68.00,27.00,1593568463911
57.00,29.20,1593574151156
56.00,29.10,1593574154101
56.00,29.00,1593574157145
56.00,29.10,1593574160178
56.00,29.10,1593574163194
57.00,29.10,1593574166123
57.00,29.10,1593574169112
57.00,29.10,1593574172051
57.00,29.10,1593574175015
57.00,29.10,1593574178123
57.00,29.10,1593574181241
56.00,29.10,1593574184385
56.00,29.10,1593574187956
56.00,29.10,1593574191083
56.00,29.10,1593574194091
56.00,29.00,1593574197290
56.00,29.00,1593574200358
56.00,29.00,1593574203425
56.00,29.00,1593574206442
56.00,29.00,1593574209699
56.00,29.00,1593574212952
56.00,29.00,1593574215973
56.00,29.00,1593574219185
56.00,29.00,1593574222202
56.00,29.00,1593574225377
55.00,29.00,1593574228451
56.00,29.00,1593574231620
55.00,29.00,1593574234681
56.00,29.00,1593574238511
55.00,29.00,1593574241632
55.00,29.00,1593574244660
55.00,29.00,1593574247672
55.00,29.00,1593574250852
55.00,29.00,1593574253859
55.00,29.00,1593574258172
55.00,29.00,1593574261315
55.00,29.00,1593574264337
55.00,29.00,1593574267393
55.00,29.00,1593574270650
55.00,29.00,1593574273622
55.00,29.00,1593574276912
55.00,29.00,1593574279938
55.00,29.00,1593574283140
55.00,29.00,1593574286212
55.00,29.00,1593574289355
54.00,29.00,1593574292341
54.00,29.00,1593574295611
54.00,29.00,1593574298535
54.00,29.00,1593574301620
54.00,29.00,1593574304660
55.00,29.00,1593574307703
56.00,29.00,1593574310993
56.00,29.00,1593574314773
55.00,29.00,1593574317793
55.00,29.00,1593574320994
55.00,29.00,1593574324011
55.00,29.00,1593574326945
55.00,29.00,1593574330111
54.00,28.90,1593574334208
53.00,28.90,1593574337464
53.00,28.90,1593574340436
53.00,28.90,1593574343465
53.00,28.90,1593574346681
53.00,28.90,1593574349691
