,Humid,Temp,Time
335,78,30.2,1593622741
336,78,30.2,1593622744
337,78,30.2,1593622747
338,78,30.2,1593622750
339,78,30.2,1593622753
340,78,30.2,1593622755
341,78,30.2,1593622758
342,78,30.2,1593622761
343,78,30.2,1593622764
344,78,30.2,1593622767
345,78,30.2,1593622770
346,78,30.2,1593622773
347,78,30.2,1593622776
348,78,30.2,1593622779
349,78,30.2,1593622782
350,78,30.2,1593622785
351,78,30.2,1593622788
352,78,30.2,1593622790
353,78,30.2,1593622793
354,78,30.2,1593622796
355,78,30.2,1593622799
356,78,30.2,1593622802
357,78,30.2,1593622805
358,78,30.2,1593622808
359,78,30.2,1593622811
360,78,30.2,1593622814
361,78,30.2,1593622817
362,78,30.2,1593622820
363,78,30.2,1593622823
364,78,30.2,1593622826
365,78,30.2,1593622829
366,78,30.2,1593622833
367,78,30.1,1593622836
368,78,30.1,1593622839
369,78,30.1,1593622842
370,78,30.1,1593622844
371,78,30.1,1593622847
372,78,30.1,1593622850
373,78,30.1,1593622853
374,78,30.1,1593622856
375,78,30.1,1593622859
376,78,30.1,1593622862
377,78,30.1,1593622864
378,78,30.1,1593622867
379,78,30.1,1593622870
380,78,30.1,1593622873
381,78,30.1,1593622876
382,78,30.1,1593622879
383,78,30.1,1593622883
384,78,30.1,1593622886
385,78,30.1,1593622889
386,78,30.1,1593622892
387,78,30.1,1593622895
388,78,30.1,1593622898
389,78,30.1,1593622901
390,78,30.1,1593622904
391,78,30.1,1593622907
392,78,30.1,1593622909
393,78,30.1,1593622912
394,78,30.1,1593622915
395,78,30.1,1593622918
396,78,30.1,1593622921
397,78,30.1,1593622924
398,78,30.1,1593622927
399,78,30.1,1593622931
400,78,30.1,1593622934
401,78,30.1,1593622936
402,78,30.1,1593622939
403,78,30.1,1593622942
404,78,30.1,1593622945
405,78,30.1,1593622948
406,78,30.1,1593622951
407,78,30.1,1593622954
408,78,30.1,1593622957
409,78,30.1,1593622960
410,78,30.1,1593622963
411,78,30.1,1593622965
412,78,30.1,1593622970
413,78,30.1,1593622972
414,78,30.1,1593622975
415,78,30.1,1593622978
416,78,30.1,1593622981
417,78,30.1,1593622984
418,78,30.1,1593622987
419,78,30.1,1593622989
420,78,30.1,1593622992
421,78,30.1,1593622995
422,78,30.1,1593622998
423,78,30.1,1593623001
424,78,30.1,1593623003
425,78,30.1,1593623006
426,78,30.1,1593623010
427,78,30.1,1593623013
428,78,30.1,1593623016
429,78,30.1,1593623019
430,78,30.1,1593623022
431,78,30.1,1593623025
432,78,30.1,1593623028
433,78,30.1,1593623031
434,78,30.1,1593623034
435,78,30.1,1593623037
436,78,30.1,1593623040
437,78,30.1,1593623043
438,78,30.1,1593623046
439,78,30.1,1593623049
440,78,30.1,1593623052
441,78,30.1,1593623055
442,78,30.1,1593623057
443,78,30.1,1593623060
444,78,30.1,1593623063
445,78,30.1,1593623066
446,78,30.1,1593623069
447,78,30.1,1593623072
448,78,30.1,1593623075
449,78,30.1,1593623078
450,78,30.1,1593623081
451,78,30.1,1593623084
452,78,30.1,1593623087
453,78,30.1,1593623090
454,78,30.1,1593623093
455,78,30.1,1593623096
456,78,30.1,1593623100
457,78,30.1,1593623102
458,78,30.1,1593623105
459,78,30.1,1593623108
460,78,30.1,1593623111
461,78,30.1,1593623114
462,78,30.1,1593623117
463,78,30.1,1593623120
464,78,30.1,1593623123
465,78,30.1,1593623126
466,78,30.1,1593623130
467,78,30.1,1593623132
468,78,30.1,1593623135
469,78,30.1,1593623138
470,78,30.1,1593623141
471,78,30.1,1593623144
472,78,30.1,1593623147
473,78,30.1,1593623150
474,78,30.1,1593623153
475,78,30.1,1593623156
476,78,30.1,1593623159
477,78,30.1,1593623161
478,78,30.1,1593623164
479,78,30.1,1593623167
480,78,30.1,1593623170
481,78,30.1,1593623173
482,78,30.1,1593623176
483,78,30.1,1593623179
484,78,30.1,1593623182
485,78,30.1,1593623185
486,78,30.1,1593623188
487,78,30.1,1593623191
488,78,30.1,1593623194
489,78,30.1,1593623197
490,78,30.1,1593623200
491,78,30.1,1593623203
492,78,30.1,1593623205
493,78,30.1,1593623208
494,78,30.1,1593623211
495,78,30.1,1593623214
496,78,30.1,1593623217
497,78,30.1,1593623220
498,78,30.1,1593623223
499,78,30.1,1593623227
500,78,30.1,1593623230
501,78,30.1,1593623233
502,78,30.1,1593623236
503,78,30.1,1593623239
504,78,30.1,1593623242
505,78,30.1,1593623245
506,78,30.1,1593623248
507,78,30.1,1593623251
508,78,30.1,1593623253
509,78,30.1,1593623256
510,78,30.1,1593623259
511,78,30.1,1593623262
512,78,30.1,1593623265
513,78,30.1,1593623268
514,78,30.1,1593623271
515,78,30.1,1593623274
516,78,30.1,1593623277
517,78,30.1,1593623280
518,78,30.1,1593623282
519,78,30.0,1593623285
520,78,30.0,1593623288
521,78,30.0,1593623291
522,78,30.0,1593623294
523,78,30.0,1593623297
524,78,30.0,1593623300
525,78,30.0,1593623303
526,78,30.0,1593623306
527,78,30.0,1593623309
528,78,30.0,1593623312
529,79,30.0,1593623315
530,79,30.0,1593623317
531,79,30.0,1593623320
532,79,30.0,1593623323
533,79,30.0,1593623327
534,79,30.0,1593623330
535,79,30.0,1593623333
536,79,30.0,1593623336
537,79,30.0,1593623338
538,79,30.0,1593623341
539,79,30.0,1593623344
540,79,30.0,1593623347
541,79,30.0,1593623350
542,79,30.0,1593623354
543,79,30.0,1593623357
544,79,30.0,1593623360
545,79,30.0,1593623362
546,79,30.0,1593623365
547,79,30.0,1593623368
548,79,30.0,1593623371
549,79,30.0,1593623374
550,79,30.0,1593623377
551,79,30.0,1593623380
552,79,30.0,1593623383
553,79,30.0,1593623386
554,79,30.0,1593623388
555,79,30.0,1593623391
556,79,30.0,1593623394
557,79,30.0,1593623397
558,79,30.0,1593623399
559,79,30.0,1593623402
560,79,30.0,1593623405
561,79,30.0,1593623408
562,79,30.0,1593623411
563,79,30.0,1593623413
564,79,30.0,1593623416
565,79,30.0,1593623419
566,79,30.0,1593623423
567,79,30.0,1593623426
568,79,30.0,1593623428
569,79,30.0,1593623431
570,79,30.0,1593623434
571,79,30.0,1593623437
572,79,30.0,1593623440
573,79,30.0,1593623443
574,79,30.0,1593623446
575,79,30.0,1593623449
576,79,30.0,1593623451
577,79,30.0,1593623454
578,79,30.0,1593623457
579,79,30.0,1593623460
580,79,30.0,1593623463
581,79,30.1,1593623465
582,79,30.1,1593623468
583,79,30.1,1593623471
584,79,30.1,1593623474
585,79,30.1,1593623476
586,79,30.1,1593623480
587,78,30.1,1593623482
588,78,30.1,1593623485
589,78,30.1,1593623488
590,78,30.1,1593623491
591,78,30.1,1593623493
592,78,30.1,1593623496
593,78,30.1,1593623499
594,78,30.1,1593623502
595,78,30.1,1593623505
596,78,30.1,1593623508
597,78,30.1,1593623511
598,78,30.1,1593623514
599,78,30.1,1593623518
600,78,30.1,1593623520
601,78,30.1,1593623523
602,78,30.1,1593623526
603,78,30.1,1593623529
604,78,30.1,1593623532
605,78,30.1,1593623535
606,78,30.1,1593623538
607,78,30.1,1593623541
608,78,30.1,1593623544
609,78,30.1,1593623546
610,78,30.1,1593623550
611,78,30.1,1593623553
612,78,30.1,1593623556
613,78,30.1,1593623559
614,78,30.1,1593623561
615,78,30.1,1593623564
616,78,30.1,1593623567
617,78,30.1,1593623570
618,78,30.1,1593623573
619,78,30.1,1593623576
620,78,30.1,1593623578
621,78,30.1,1593623581
622,78,30.1,1593623584
623,78,30.1,1593623587
624,78,30.1,1593623589
625,78,30.1,1593623592
626,78,30.1,1593623595
627,78,30.1,1593623598
628,78,30.1,1593623600
629,78,30.1,1593623603
630,78,30.1,1593623606
631,78,30.1,1593623609
632,78,30.1,1593623612
633,78,30.1,1593623616
634,78,30.1,1593623619
635,78,30.1,1593623622
636,78,30.1,1593623625
637,78,30.1,1593623628
638,78,30.1,1593623631
639,78,30.1,1593623634
640,78,30.1,1593623636
641,78,30.1,1593623639
642,78,30.1,1593623642
643,78,30.1,1593623645
644,78,30.1,1593623648
645,78,30.1,1593623651
646,78,30.1,1593623655
647,78,30.1,1593623658
648,78,30.1,1593623661
649,78,30.1,1593623663
650,78,30.1,1593623666
651,78,30.1,1593623669
652,78,30.1,1593623672
653,78,30.1,1593623675
654,78,30.1,1593623678
655,78,30.1,1593623680
656,78,30.1,1593623683
657,78,30.1,1593623686
658,78,30.1,1593623689
659,78,30.1,1593623692
660,78,30.1,1593623695
661,78,30.1,1593623698
662,78,30.1,1593623701
663,78,30.1,1593623703
664,78,30.1,1593623706
665,78,30.1,1593623709
666,78,30.1,1593623713
667,78,30.1,1593623716
668,78,30.1,1593623718
669,78,30.1,1593623721
670,78,30.1,1593623724
671,78,30.1,1593623726
672,78,30.1,1593623729
673,78,30.1,1593623732
674,78,30.1,1593623735
675,78,30.1,1593623737
676,78,30.1,1593623740
677,78,30.1,1593623743
678,78,30.1,1593623746
679,78,30.1,1593623749
680,78,30.1,1593623752
681,78,30.1,1593623755
682,78,30.1,1593623758
683,78,30.1,1593623761
684,78,30.1,1593623764
685,78,30.1,1593623766
686,78,30.1,1593623769
687,78,30.1,1593623772
688,78,30.1,1593623777
689,78,30.1,1593623780
690,78,30.1,1593623783
691,78,30.1,1593623786
692,78,30.1,1593623789
693,78,30.1,1593623792
694,78,30.1,1593623795
695,78,30.1,1593623798
696,78,30.1,1593623801
697,78,30.1,1593623804
698,78,30.1,1593623806
699,78,30.1,1593623810
700,78,30.1,1593623813
701,78,30.1,1593623816
702,78,30.1,1593623818
703,78,30.1,1593623821
704,78,30.1,1593623824
705,78,30.1,1593623827
706,78,30.1,1593623830
707,78,30.1,1593623833
708,78,30.1,1593623835
709,78,30.1,1593623838
710,78,30.1,1593623841
711,78,30.1,1593623844
712,78,30.1,1593623847
713,78,30.1,1593623849
714,78,30.1,1593623852
715,78,30.1,1593623855
716,78,30.1,1593623858
717,78,30.1,1593623861
718,78,30.1,1593623863
719,78,30.1,1593623866
720,78,30.1,1593623869
721,78,30.1,1593623872
722,78,30.1,1593623875
723,78,30.1,1593623878
724,78,30.1,1593623881
725,78,30.1,1593623883
726,78,30.1,1593623886
727,78,30.1,1593623889
728,78,30.1,1593623892
729,78,30.1,1593623895
730,78,30.1,1593623897
731,78,30.1,1593623900
732,78,30.1,1593623903
733,78,30.1,1593623907
734,78,30.1,1593623910
735,78,30.1,1593623913
736,78,30.1,1593623916
737,78,30.1,1593623919
738,78,30.1,1593623922
739,78,30.1,1593623925
740,78,30.1,1593623927
741,78,30.1,1593623930
742,78,30.1,1593623933
743,78,30.1,1593623936
744,78,30.1,1593623939
745,78,30.1,1593623942
746,78,30.1,1593623945
747,78,30.1,1593623948
748,78,30.1,1593623951
749,78,30.1,1593623954
750,78,30.1,1593623956
751,78,30.1,1593623959
752,78,30.1,1593623963
753,78,30.1,1593623965
754,78,30.1,1593623968
755,78,30.1,1593623971
756,78,30.1,1593623974
757,78,30.1,1593623977
758,78,30.1,1593623980
759,78,30.1,1593623983
760,78,30.1,1593623986
761,78,30.1,1593623989
762,78,30.1,1593623991
763,78,30.1,1593623994
764,78,30.1,1593623997
765,78,30.1,1593624000
766,78,30.1,1593624005
767,78,30.1,1593624007
768,78,30.1,1593624010
769,78,30.1,1593624013
770,78,30.1,1593624016
771,78,30.1,1593624018
772,78,30.1,1593624021
773,78,30.1,1593624024
774,78,30.1,1593624027
775,78,30.1,1593624029
776,78,30.1,1593624032
777,78,30.1,1593624035
778,78,30.1,1593624038
779,78,30.1,1593624041
780,78,30.1,1593624044
781,78,30.1,1593624047
782,78,30.1,1593624050
783,78,30.1,1593624053
784,78,30.1,1593624056
785,78,30.1,1593624059
786,78,30.1,1593624061
787,78,30.1,1593624064
788,78,30.1,1593624067
789,78,30.1,1593624070
790,78,30.1,1593624073
791,78,30.1,1593624075
792,78,30.1,1593624078
793,78,30.1,1593624081
794,78,30.1,1593624084
795,78,30.1,1593624087
796,78,30.1,1593624090
797,78,30.1,1593624093
798,78,30.1,1593624095
799,78,30.1,1593624100
800,78,30.1,1593624102
801,78,30.1,1593624105
802,78,30.1,1593624108
803,78,30.1,1593624111
804,78,30.1,1593624113
805,78,30.1,1593624116
806,78,30.1,1593624119
807,78,30.1,1593624122
808,78,30.1,1593624125
809,78,30.1,1593624127
810,78,30.1,1593624130
811,78,30.1,1593624133
812,78,30.1,1593624135
813,78,30.1,1593624138
814,78,30.1,1593624141
815,78,30.1,1593624144
816,78,30.1,1593624147
817,79,30.1,1593624149
818,78,30.1,1593624152
819,78,30.1,1593624155
820,78,30.1,1593624158
821,78,30.1,1593624161
822,78,30.1,1593624164
823,78,30.1,1593624167
824,78,30.1,1593624169
825,78,30.1,1593624172
826,78,30.1,1593624175
827,78,30.1,1593624178
828,78,30.1,1593624181
829,78,30.1,1593624184
830,78,30.1,1593624187
831,78,30.1,1593624189
832,78,30.1,1593624192
833,78,30.1,1593624196
834,78,30.1,1593624199
835,78,30.1,1593624201
836,78,30.1,1593624204
837,78,30.1,1593624207
838,78,30.1,1593624210
839,78,30.1,1593624213
840,78,30.1,1593624216
841,78,30.1,1593624219
842,78,30.1,1593624222
843,78,30.1,1593624225
844,78,30.1,1593624228
845,78,30.1,1593624230
846,78,30.1,1593624233
847,78,30.1,1593624236
848,78,30.1,1593624239
849,78,30.1,1593624242
850,78,30.1,1593624245
851,78,30.1,1593624248
852,78,30.1,1593624251
853,78,30.1,1593624254
854,78,30.1,1593624257
855,78,30.1,1593624259
856,78,30.1,1593624262
857,78,30.1,1593624265
858,78,30.1,1593624269
859,79,30.1,1593624272
860,78,30.1,1593624274
861,78,30.1,1593624277
862,78,30.1,1593624280
863,79,30.1,1593624283
864,79,30.1,1593624286
865,79,30.1,1593624289
866,79,30.1,1593624293
867,79,30.1,1593624296
868,79,30.1,1593624299
869,79,30.1,1593624301
870,79,30.1,1593624304
871,79,30.1,1593624307
872,78,30.1,1593624310
873,78,30.1,1593624313
874,78,30.1,1593624316
875,78,30.1,1593624319
876,78,30.1,1593624322
877,78,30.1,1593624325
878,78,30.1,1593624328
879,78,30.1,1593624331
880,78,30.1,1593624334
881,78,30.1,1593624337
882,78,30.1,1593624340
883,78,30.1,1593624343
884,78,30.1,1593624345
885,78,30.1,1593624348
886,78,30.1,1593624351
887,78,30.1,1593624354
888,78,30.0,1593624357
889,78,30.1,1593624360
890,78,30.1,1593624363
891,78,30.1,1593624366
892,78,30.1,1593624369
893,78,30.1,1593624372
894,78,30.1,1593624375
895,78,30.1,1593624378
896,78,30.1,1593624381
897,78,30.1,1593624383
898,78,30.1,1593624386
899,78,30.1,1593624390
900,78,30.1,1593624393
901,78,30.1,1593624396
902,78,30.1,1593624399
903,78,30.1,1593624402
904,79,30.1,1593624405
905,78,30.0,1593624408
906,78,30.1,1593624411
907,78,30.1,1593624414
908,78,30.1,1593624417
909,78,30.1,1593624419
910,78,30.1,1593624422
911,78,30.1,1593624425
912,78,30.1,1593624428
913,78,30.1,1593624431
914,78,30.1,1593624434
915,78,30.1,1593624437
916,78,30.1,1593624439
917,78,30.1,1593624442
918,78,30.1,1593624445
919,79,30.1,1593624448
920,78,30.1,1593624450
921,78,30.1,1593624453
922,78,30.1,1593624456
923,79,30.1,1593624459
924,79,30.0,1593624462
925,78,30.1,1593624465
926,78,30.1,1593624468
927,78,30.1,1593624471
928,78,30.1,1593624474
929,78,30.1,1593624477
930,78,30.1,1593624480
931,79,30.1,1593624483
932,79,30.1,1593624486
933,79,30.1,1593624490
934,79,30.1,1593624493
935,79,30.1,1593624496
936,79,30.1,1593624499
937,79,30.1,1593624502
938,79,30.1,1593624504
939,79,30.1,1593624507
940,79,30.1,1593624510
941,79,30.1,1593624513
942,79,30.1,1593624515
943,78,30.1,1593624518
944,78,30.1,1593624521
945,79,30.1,1593624524
946,79,30.1,1593624527
947,79,30.1,1593624530
948,79,30.1,1593624532
949,79,30.1,1593624535
950,79,30.1,1593624538
951,78,30.1,1593624541
952,79,30.1,1593624544
953,79,30.1,1593624548
954,79,30.1,1593624551
955,79,30.1,1593624553
956,79,30.0,1593624556
957,79,30.1,1593624559
958,79,30.1,1593624562
959,79,30.0,1593624565
960,79,30.1,1593624568
961,79,30.1,1593624571
962,79,30.1,1593624574
963,79,30.1,1593624576
964,79,30.1,1593624579
965,79,30.1,1593624582
966,79,30.1,1593624586
967,79,30.1,1593624589
968,79,30.1,1593624591
969,78,30.1,1593624594
970,79,30.1,1593624597
971,79,30.1,1593624600
972,79,30.1,1593624603
973,79,30.1,1593624606
974,79,30.1,1593624608
975,79,30.1,1593624611
976,79,30.1,1593624614
977,79,30.1,1593624617
978,79,30.1,1593624620
979,79,30.1,1593624622
980,79,30.1,1593624625
981,79,30.1,1593624628
982,79,30.1,1593624631
983,79,30.1,1593624634
984,79,30.0,1593624637
985,79,30.1,1593624640
986,79,30.1,1593624642
987,79,30.1,1593624645
988,79,30.1,1593624648
989,79,30.1,1593624651
990,79,30.1,1593624654
991,79,30.1,1593624657
992,79,30.0,1593624660
993,79,30.1,1593624663
994,79,30.0,1593624666
995,79,30.1,1593624669
996,79,30.1,1593624672
997,79,30.1,1593624675
998,79,30.1,1593624677
999,79,30.1,1593624682
1000,78,30.1,1593624684
1001,79,30.1,1593624687
1002,79,30.1,1593624690
1003,79,30.0,1593624693
1004,78,30.1,1593624695
1005,78,30.1,1593624698
1006,79,30.1,1593624701
1007,79,30.1,1593624704
1008,78,30.1,1593624707
1009,79,30.1,1593624710
1010,79,30.1,1593624713
1011,79,30.1,1593624716
1012,79,30.1,1593624719
1013,78,30.1,1593624722
1014,78,30.1,1593624725
1015,78,30.1,1593624728
1016,78,30.1,1593624730
1017,78,30.1,1593624733
1018,78,30.1,1593624736
1019,78,30.1,1593624739
1020,78,30.1,1593624741
1021,78,30.0,1593624744
1022,78,30.1,1593624747
1023,78,30.0,1593624750
1024,78,30.0,1593624753
1025,79,30.0,1593624756
1026,79,30.0,1593624759
1027,79,30.0,1593624762
1028,79,30.0,1593624765
1029,79,30.0,1593624768
1030,79,30.0,1593624770
1031,79,30.0,1593624773
1032,79,30.0,1593624776
1033,79,30.0,1593624780
1034,79,30.0,1593624783
1035,79,30.0,1593624786
1036,79,30.0,1593624789
1037,79,30.0,1593624791
1038,79,30.0,1593624794
1039,79,30.0,1593624798
1040,79,30.0,1593624800
1041,79,30.0,1593624803
1042,79,29.9,1593624806
1043,79,29.9,1593624809
1044,79,30.0,1593624812
1045,79,30.0,1593624814
1046,79,30.0,1593624817
1047,79,30.0,1593624820
1048,79,29.9,1593624823
1049,79,30.0,1593624825
1050,79,30.0,1593624828
1051,79,30.0,1593624831
1052,79,30.0,1593624834
1053,79,30.0,1593624837
1054,79,30.0,1593624840
1055,79,30.0,1593624843
1056,79,30.0,1593624846
1057,79,30.0,1593624849
1058,79,30.0,1593624851
1059,79,30.0,1593624854
1060,79,30.0,1593624857
1061,79,30.0,1593624860
1062,79,29.9,1593624863
1063,79,30.0,1593624865
1064,79,30.0,1593624868
1065,79,30.0,1593624871
1066,79,30.0,1593624875
1067,79,30.0,1593624878
1068,79,30.0,1593624880
